row_number,time_window,source_zone,target_zone,task_key,baseline_vessel_count,candidate_vessel_count,difference,was_replaced_direction,value_unchanged_when_not_replaced,passed
368,1/27/2018 13:00,核心区,外围区,core->outer,0,0,0,False,True,True
369,1/27/2018 13:00,近港区,核心区,near->core,1,1,0,False,True,True
370,1/27/2018 13:00,近港区,外围区,near->outer,0,0,0,True,True,True
371,1/27/2018 13:00,外围区,核心区,outer->core,0,0,0,False,True,True
372,1/27/2018 13:00,外围区,近港区,outer->near,1,1,0,False,True,True
373,1/27/2018 14:00,核心区,近港区,core->near,2,2,0,False,True,True
374,1/27/2018 14:00,核心区,外围区,core->outer,0,0,0,False,True,True
375,1/27/2018 14:00,近港区,核心区,near->core,1,1,0,False,True,True
376,1/27/2018 14:00,近港区,外围区,near->outer,0,0,0,True,True,True
377,1/27/2018 14:00,外围区,核心区,outer->core,0,0,0,False,True,True
378,1/27/2018 14:00,外围区,近港区,outer->near,0,0,0,False,True,True
379,1/27/2018 15:00,核心区,近港区,core->near,1,1,0,False,True,True
380,1/27/2018 15:00,核心区,外围区,core->outer,0,0,0,False,True,True
381,1/27/2018 15:00,近港区,核心区,near->core,2,2,0,False,True,True
382,1/27/2018 15:00,近港区,外围区,near->outer,0,0,0,True,True,True
383,1/27/2018 15:00,外围区,核心区,outer->core,0,0,0,False,True,True
384,1/27/2018 15:00,外围区,近港区,outer->near,0,0,0,False,True,True
385,1/27/2018 16:00,核心区,近港区,core->near,1,1,0,False,True,True
386,1/27/2018 16:00,核心区,外围区,core->outer,0,0,0,False,True,True
387,1/27/2018 16:00,近港区,核心区,near->core,1,1,0,False,True,True
388,1/27/2018 16:00,近港区,外围区,near->outer,0,0,0,True,True,True
389,1/27/2018 16:00,外围区,核心区,outer->core,0,0,0,False,True,True
390,1/27/2018 16:00,外围区,近港区,outer->near,0,0,0,False,True,True
391,1/27/2018 17:00,核心区,近港区,core->near,1,1,0,False,True,True
392,1/27/2018 17:00,核心区,外围区,core->outer,0,0,0,False,True,True
393,1/27/2018 17:00,近港区,核心区,near->core,1,1,0,False,True,True
394,1/27/2018 17:00,近港区,外围区,near->outer,0,0,0,True,True,True
395,1/27/2018 17:00,外围区,核心区,outer->core,0,0,0,False,True,True
396,1/27/2018 17:00,外围区,近港区,outer->near,1,1,0,False,True,True
397,1/27/2018 18:00,核心区,近港区,core->near,2,2,0,False,True,True
398,1/27/2018 18:00,核心区,外围区,core->outer,0,0,0,False,True,True
399,1/27/2018 18:00,近港区,核心区,near->core,1,1,0,False,True,True
400,1/27/2018 18:00,近港区,外围区,near->outer,0,0,0,True,True,True
401,1/27/2018 18:00,外围区,核心区,outer->core,0,0,0,False,True,True
402,1/27/2018 18:00,外围区,近港区,outer->near,1,1,0,False,True,True
403,1/27/2018 19:00,核心区,近港区,core->near,1,1,0,False,True,True
404,1/27/2018 19:00,核心区,外围区,core->outer,0,0,0,False,True,True
405,1/27/2018 19:00,近港区,核心区,near->core,1,1,0,False,True,True
406,1/27/2018 19:00,近港区,外围区,near->outer,1,1,0,True,True,True
407,1/27/2018 19:00,外围区,核心区,outer->core,0,0,0,False,True,True
408,1/27/2018 19:00,外围区,近港区,outer->near,0,0,0,False,True,True
409,1/27/2018 20:00,核心区,近港区,core->near,1,1,0,False,True,True
410,1/27/2018 20:00,核心区,外围区,core->outer,0,0,0,False,True,True
411,1/27/2018 20:00,近港区,核心区,near->core,1,1,0,False,True,True
412,1/27/2018 20:00,近港区,外围区,near->outer,0,0,0,True,True,True
413,1/27/2018 20:00,外围区,核心区,outer->core,0,0,0,False,True,True
414,1/27/2018 20:00,外围区,近港区,outer->near,0,0,0,False,True,True
415,1/27/2018 21:00,核心区,近港区,core->near,1,1,0,False,True,True
416,1/27/2018 21:00,核心区,外围区,core->outer,0,0,0,False,True,True
417,1/27/2018 21:00,近港区,核心区,near->core,1,1,0,False,True,True
418,1/27/2018 21:00,近港区,外围区,near->outer,0,0,0,True,True,True
419,1/27/2018 21:00,外围区,核心区,outer->core,0,0,0,False,True,True
420,1/27/2018 21:00,外围区,近港区,outer->near,0,0,0,False,True,True
421,1/27/2018 22:00,核心区,近港区,core->near,1,1,0,False,True,True
422,1/27/2018 22:00,核心区,外围区,core->outer,0,0,0,False,True,True
423,1/27/2018 22:00,近港区,核心区,near->core,1,1,0,False,True,True
424,1/27/2018 22:00,近港区,外围区,near->outer,0,0,0,True,True,True
425,1/27/2018 22:00,外围区,核心区,outer->core,0,0,0,False,True,True
426,1/27/2018 22:00,外围区,近港区,outer->near,0,0,0,False,True,True
427,1/27/2018 23:00,核心区,近港区,core->near,1,1,0,False,True,True
428,1/27/2018 23:00,核心区,外围区,core->outer,0,0,0,False,True,True
429,1/27/2018 23:00,近港区,核心区,near->core,1,1,0,False,True,True
430,1/27/2018 23:00,近港区,外围区,near->outer,0,0,0,True,True,True
431,1/27/2018 23:00,外围区,核心区,outer->core,0,0,0,False,True,True
432,1/27/2018 23:00,外围区,近港区,outer->near,0,0,0,False,True,True
433,1/28/2018 0:00,核心区,近港区,core->near,0,0,0,False,True,True
434,1/28/2018 0:00,核心区,外围区,core->outer,0,0,0,False,True,True
435,1/28/2018 0:00,近港区,核心区,near->core,1,1,0,False,True,True
436,1/28/2018 0:00,近港区,外围区,near->outer,0,0,0,True,True,True
437,1/28/2018 0:00,外围区,核心区,outer->core,0,0,0,False,True,True
438,1/28/2018 0:00,外围区,近港区,outer->near,0,0,0,False,True,True
439,1/28/2018 1:00,核心区,近港区,core->near,1,1,0,False,True,True
440,1/28/2018 1:00,核心区,外围区,core->outer,0,0,0,False,True,True
441,1/28/2018 1:00,近港区,核心区,near->core,0,0,0,False,True,True
442,1/28/2018 1:00,近港区,外围区,near->outer,0,0,0,True,True,True
443,1/28/2018 1:00,外围区,核心区,outer->core,0,0,0,False,True,True
444,1/28/2018 1:00,外围区,近港区,outer->near,0,0,0,False,True,True
445,1/28/2018 2:00,核心区,近港区,core->near,1,1,0,False,True,True
446,1/28/2018 2:00,核心区,外围区,core->outer,0,0,0,False,True,True
447,1/28/2018 2:00,近港区,核心区,near->core,1,1,0,False,True,True
448,1/28/2018 2:00,近港区,外围区,near->outer,0,0,0,True,True,True
449,1/28/2018 2:00,外围区,核心区,outer->core,0,0,0,False,True,True
450,1/28/2018 2:00,外围区,近港区,outer->near,0,0,0,False,True,True
451,1/28/2018 3:00,核心区,近港区,core->near,1,1,0,False,True,True
452,1/28/2018 3:00,核心区,外围区,core->outer,0,0,0,False,True,True
453,1/28/2018 3:00,近港区,核心区,near->core,1,1,0,False,True,True
454,1/28/2018 3:00,近港区,外围区,near->outer,0,0,0,True,True,True
455,1/28/2018 3:00,外围区,核心区,outer->core,0,0,0,False,True,True
456,1/28/2018 3:00,外围区,近港区,outer->near,0,0,0,False,True,True
457,1/28/2018 4:00,核心区,近港区,core->near,0,0,0,False,True,True
458,1/28/2018 4:00,核心区,外围区,core->outer,0,0,0,False,True,True
459,1/28/2018 4:00,近港区,核心区,near->core,1,1,0,False,True,True
460,1/28/2018 4:00,近港区,外围区,near->outer,0,0,0,True,True,True
461,1/28/2018 4:00,外围区,核心区,outer->core,0,0,0,False,True,True
462,1/28/2018 4:00,外围区,近港区,outer->near,0,0,0,False,True,True
463,1/28/2018 5:00,核心区,近港区,core->near,0,0,0,False,True,True
464,1/28/2018 5:00,核心区,外围区,core->outer,0,0,0,False,True,True
465,1/28/2018 5:00,近港区,核心区,near->core,1,1,0,False,True,True
466,1/28/2018 5:00,近港区,外围区,near->outer,0,0,0,True,True,True
467,1/28/2018 5:00,外围区,核心区,outer->core,0,0,0,False,True,True
468,1/28/2018 5:00,外围区,近港区,outer->near,1,1,0,False,True,True
469,1/28/2018 6:00,核心区,近港区,core->near,2,2,0,False,True,True
470,1/28/2018 6:00,核心区,外围区,core->outer,1,1,0,False,True,True
471,1/28/2018 6:00,近港区,核心区,near->core,1,1,0,False,True,True
472,1/28/2018 6:00,近港区,外围区,near->outer,0,0,0,True,True,True
473,1/28/2018 6:00,外围区,核心区,outer->core,0,0,0,False,True,True
474,1/28/2018 6:00,外围区,近港区,outer->near,0,0,0,False,True,True
475,1/28/2018 7:00,核心区,近港区,core->near,1,1,0,False,True,True
476,1/28/2018 7:00,核心区,外围区,core->outer,0,0,0,False,True,True
477,1/28/2018 7:00,近港区,核心区,near->core,1,1,0,False,True,True
478,1/28/2018 7:00,近港区,外围区,near->outer,0,1,1,True,True,True
479,1/28/2018 7:00,外围区,核心区,outer->core,0,0,0,False,True,True
480,1/28/2018 7:00,外围区,近港区,outer->near,1,1,0,False,True,True
481,1/28/2018 8:00,核心区,近港区,core->near,1,1,0,False,True,True
482,1/28/2018 8:00,核心区,外围区,core->outer,0,0,0,False,True,True
483,1/28/2018 8:00,近港区,核心区,near->core,1,1,0,False,True,True
484,1/28/2018 8:00,近港区,外围区,near->outer,1,1,0,True,True,True
485,1/28/2018 8:00,外围区,核心区,outer->core,0,0,0,False,True,True
486,1/28/2018 8:00,外围区,近港区,outer->near,0,0,0,False,True,True
487,1/28/2018 9:00,核心区,近港区,core->near,1,1,0,False,True,True
488,1/28/2018 9:00,核心区,外围区,core->outer,0,0,0,False,True,True
489,1/28/2018 9:00,近港区,核心区,near->core,1,1,0,False,True,True
490,1/28/2018 9:00,近港区,外围区,near->outer,0,1,1,True,True,True
491,1/28/2018 9:00,外围区,核心区,outer->core,0,0,0,False,True,True
492,1/28/2018 9:00,外围区,近港区,outer->near,1,1,0,False,True,True
493,1/28/2018 10:00,核心区,近港区,core->near,2,2,0,False,True,True
494,1/28/2018 10:00,核心区,外围区,core->outer,0,0,0,False,True,True
495,1/28/2018 10:00,近港区,核心区,near->core,1,1,0,False,True,True
496,1/28/2018 10:00,近港区,外围区,near->outer,0,1,1,True,True,True
497,1/28/2018 10:00,外围区,核心区,outer->core,0,0,0,False,True,True
498,1/28/2018 10:00,外围区,近港区,outer->near,1,1,0,False,True,True
499,1/28/2018 11:00,核心区,近港区,core->near,1,1,0,False,True,True
500,1/28/2018 11:00,核心区,外围区,core->outer,0,0,0,False,True,True
501,1/28/2018 11:00,近港区,核心区,near->core,1,1,0,False,True,True
502,1/28/2018 11:00,近港区,外围区,near->outer,1,1,0,True,True,True
503,1/28/2018 11:00,外围区,核心区,outer->core,0,0,0,False,True,True
504,1/28/2018 11:00,外围区,近港区,outer->near,0,0,0,False,True,True
505,1/28/2018 12:00,核心区,近港区,core->near,1,1,0,False,True,True
506,1/28/2018 12:00,核心区,外围区,core->outer,0,0,0,False,True,True
507,1/28/2018 12:00,近港区,核心区,near->core,1,1,0,False,True,True
508,1/28/2018 12:00,近港区,外围区,near->outer,0,0,0,True,True,True
509,1/28/2018 12:00,外围区,核心区,outer->core,0,0,0,False,True,True
510,1/28/2018 12:00,外围区,近港区,outer->near,0,0,0,False,True,True
511,1/28/2018 13:00,核心区,近港区,core->near,1,1,0,False,True,True
512,1/28/2018 13:00,核心区,外围区,core->outer,0,0,0,False,True,True
513,1/28/2018 13:00,近港区,核心区,near->core,1,1,0,False,True,True
514,1/28/2018 13:00,近港区,外围区,near->outer,0,0,0,True,True,True
515,1/28/2018 13:00,外围区,核心区,outer->core,0,0,0,False,True,True
516,1/28/2018 13:00,外围区,近港区,outer->near,1,1,0,False,True,True
517,1/28/2018 14:00,核心区,近港区,core->near,2,2,0,False,True,True
518,1/28/2018 14:00,核心区,外围区,core->outer,0,0,0,False,True,True
519,1/28/2018 14:00,近港区,核心区,near->core,1,1,0,False,True,True
520,1/28/2018 14:00,近港区,外围区,near->outer,0,0,0,True,True,True
521,1/28/2018 14:00,外围区,核心区,outer->core,0,0,0,False,True,True
522,1/28/2018 14:00,外围区,近港区,outer->near,0,0,0,False,True,True
523,1/28/2018 15:00,核心区,近港区,core->near,1,1,0,False,True,True
524,1/28/2018 15:00,核心区,外围区,core->outer,0,0,0,False,True,True
525,1/28/2018 15:00,近港区,核心区,near->core,2,2,0,False,True,True
526,1/28/2018 15:00,近港区,外围区,near->outer,0,0,0,True,True,True
527,1/28/2018 15:00,外围区,核心区,outer->core,0,0,0,False,True,True
528,1/28/2018 15:00,外围区,近港区,outer->near,0,0,0,False,True,True
529,1/28/2018 16:00,核心区,近港区,core->near,1,1,0,False,True,True
530,1/28/2018 16:00,核心区,外围区,core->outer,0,0,0,False,True,True
531,1/28/2018 16:00,近港区,核心区,near->core,1,1,0,False,True,True
532,1/28/2018 16:00,近港区,外围区,near->outer,0,0,0,True,True,True
533,1/28/2018 16:00,外围区,核心区,outer->core,0,0,0,False,True,True
534,1/28/2018 16:00,外围区,近港区,outer->near,0,0,0,False,True,True
535,1/28/2018 17:00,核心区,近港区,core->near,1,1,0,False,True,True
536,1/28/2018 17:00,核心区,外围区,core->outer,0,0,0,False,True,True
537,1/28/2018 17:00,近港区,核心区,near->core,1,1,0,False,True,True
538,1/28/2018 17:00,近港区,外围区,near->outer,0,0,0,True,True,True
539,1/28/2018 17:00,外围区,核心区,outer->core,0,0,0,False,True,True
540,1/28/2018 17:00,外围区,近港区,outer->near,1,1,0,False,True,True
541,1/28/2018 18:00,核心区,近港区,core->near,2,2,0,False,True,True
542,1/28/2018 18:00,核心区,外围区,core->outer,0,0,0,False,True,True
543,1/28/2018 18:00,近港区,核心区,near->core,1,1,0,False,True,True
544,1/28/2018 18:00,近港区,外围区,near->outer,0,0,0,True,True,True
545,1/28/2018 18:00,外围区,核心区,outer->core,0,0,0,False,True,True
546,1/28/2018 18:00,外围区,近港区,outer->near,1,1,0,False,True,True
547,1/28/2018 19:00,核心区,近港区,core->near,1,1,0,False,True,True
548,1/28/2018 19:00,核心区,外围区,core->outer,0,0,0,False,True,True
549,1/28/2018 19:00,近港区,核心区,near->core,1,1,0,False,True,True
550,1/28/2018 19:00,近港区,外围区,near->outer,1,1,0,True,True,True
551,1/28/2018 19:00,外围区,核心区,outer->core,0,0,0,False,True,True
552,1/28/2018 19:00,外围区,近港区,outer->near,0,0,0,False,True,True
553,1/28/2018 20:00,核心区,近港区,core->near,1,1,0,False,True,True
554,1/28/2018 20:00,核心区,外围区,core->outer,0,0,0,False,True,True
555,1/28/2018 20:00,近港区,核心区,near->core,1,1,0,False,True,True
556,1/28/2018 20:00,近港区,外围区,near->outer,0,0,0,True,True,True
557,1/28/2018 20:00,外围区,核心区,outer->core,0,0,0,False,True,True
558,1/28/2018 20:00,外围区,近港区,outer->near,0,0,0,False,True,True
559,1/28/2018 21:00,核心区,近港区,core->near,1,1,0,False,True,True
560,1/28/2018 21:00,核心区,外围区,core->outer,0,0,0,False,True,True
561,1/28/2018 21:00,近港区,核心区,near->core,1,1,0,False,True,True
562,1/28/2018 21:00,近港区,外围区,near->outer,0,0,0,True,True,True
563,1/28/2018 21:00,外围区,核心区,outer->core,0,0,0,False,True,True
564,1/28/2018 21:00,外围区,近港区,outer->near,0,0,0,False,True,True
565,1/28/2018 22:00,核心区,近港区,core->near,1,1,0,False,True,True
566,1/28/2018 22:00,核心区,外围区,core->outer,0,0,0,False,True,True
567,1/28/2018 22:00,近港区,核心区,near->core,1,1,0,False,True,True
568,1/28/2018 22:00,近港区,外围区,near->outer,0,0,0,True,True,True
569,1/28/2018 22:00,外围区,核心区,outer->core,0,0,0,False,True,True
570,1/28/2018 22:00,外围区,近港区,outer->near,0,0,0,False,True,True
571,1/28/2018 23:00,核心区,近港区,core->near,1,1,0,False,True,True
572,1/28/2018 23:00,核心区,外围区,core->outer,0,0,0,False,True,True
573,1/28/2018 23:00,近港区,核心区,near->core,1,1,0,False,True,True
574,1/28/2018 23:00,近港区,外围区,near->outer,0,0,0,True,True,True
575,1/28/2018 23:00,外围区,核心区,outer->core,0,0,0,False,True,True
576,1/28/2018 23:00,外围区,近港区,outer->near,0,0,0,False,True,True
577,1/29/2018 0:00,核心区,近港区,core->near,0,0,0,False,True,True
578,1/29/2018 0:00,核心区,外围区,core->outer,0,0,0,False,True,True
579,1/29/2018 0:00,近港区,核心区,near->core,1,1,0,False,True,True
580,1/29/2018 0:00,近港区,外围区,near->outer,0,0,0,True,True,True
581,1/29/2018 0:00,外围区,核心区,outer->core,0,0,0,False,True,True
582,1/29/2018 0:00,外围区,近港区,outer->near,0,0,0,False,True,True
583,1/29/2018 1:00,核心区,近港区,core->near,1,1,0,False,True,True
584,1/29/2018 1:00,核心区,外围区,core->outer,0,0,0,False,True,True
585,1/29/2018 1:00,近港区,核心区,near->core,0,0,0,False,True,True
586,1/29/2018 1:00,近港区,外围区,near->outer,0,0,0,True,True,True
587,1/29/2018 1:00,外围区,核心区,outer->core,0,0,0,False,True,True
588,1/29/2018 1:00,外围区,近港区,outer->near,0,0,0,False,True,True
589,1/29/2018 2:00,核心区,近港区,core->near,1,1,0,False,True,True
590,1/29/2018 2:00,核心区,外围区,core->outer,0,0,0,False,True,True
591,1/29/2018 2:00,近港区,核心区,near->core,1,1,0,False,True,True
592,1/29/2018 2:00,近港区,外围区,near->outer,0,0,0,True,True,True
593,1/29/2018 2:00,外围区,核心区,outer->core,0,0,0,False,True,True
594,1/29/2018 2:00,外围区,近港区,outer->near,0,0,0,False,True,True
595,1/29/2018 3:00,核心区,近港区,core->near,1,1,0,False,True,True
596,1/29/2018 3:00,核心区,外围区,core->outer,0,0,0,False,True,True
597,1/29/2018 3:00,近港区,核心区,near->core,1,1,0,False,True,True
598,1/29/2018 3:00,近港区,外围区,near->outer,0,0,0,True,True,True
599,1/29/2018 3:00,外围区,核心区,outer->core,0,0,0,False,True,True
600,1/29/2018 3:00,外围区,近港区,outer->near,0,0,0,False,True,True
601,1/29/2018 4:00,核心区,近港区,core->near,0,0,0,False,True,True
602,1/29/2018 4:00,核心区,外围区,core->outer,0,0,0,False,True,True
603,1/29/2018 4:00,近港区,核心区,near->core,1,1,0,False,True,True
604,1/29/2018 4:00,近港区,外围区,near->outer,0,0,0,True,True,True
605,1/29/2018 4:00,外围区,核心区,outer->core,0,0,0,False,True,True
606,1/29/2018 4:00,外围区,近港区,outer->near,0,0,0,False,True,True
607,1/29/2018 5:00,核心区,近港区,core->near,0,0,0,False,True,True
608,1/29/2018 5:00,核心区,外围区,core->outer,0,0,0,False,True,True
609,1/29/2018 5:00,近港区,核心区,near->core,1,1,0,False,True,True
610,1/29/2018 5:00,近港区,外围区,near->outer,0,0,0,True,True,True
611,1/29/2018 5:00,外围区,核心区,outer->core,0,0,0,False,True,True
612,1/29/2018 5:00,外围区,近港区,outer->near,1,1,0,False,True,True
613,1/29/2018 6:00,核心区,近港区,core->near,2,2,0,False,True,True
614,1/29/2018 6:00,核心区,外围区,core->outer,1,1,0,False,True,True
615,1/29/2018 6:00,近港区,核心区,near->core,1,1,0,False,True,True
616,1/29/2018 6:00,近港区,外围区,near->outer,0,0,0,True,True,True
617,1/29/2018 6:00,外围区,核心区,outer->core,0,0,0,False,True,True
618,1/29/2018 6:00,外围区,近港区,outer->near,0,0,0,False,True,True
619,1/29/2018 7:00,核心区,近港区,core->near,1,1,0,False,True,True
620,1/29/2018 7:00,核心区,外围区,core->outer,0,0,0,False,True,True
621,1/29/2018 7:00,近港区,核心区,near->core,1,1,0,False,True,True
622,1/29/2018 7:00,近港区,外围区,near->outer,0,1,1,True,True,True
623,1/29/2018 7:00,外围区,核心区,outer->core,0,0,0,False,True,True
624,1/29/2018 7:00,外围区,近港区,outer->near,1,1,0,False,True,True
625,1/29/2018 8:00,核心区,近港区,core->near,1,1,0,False,True,True
626,1/29/2018 8:00,核心区,外围区,core->outer,0,0,0,False,True,True
627,1/29/2018 8:00,近港区,核心区,near->core,1,1,0,False,True,True
628,1/29/2018 8:00,近港区,外围区,near->outer,1,1,0,True,True,True
629,1/29/2018 8:00,外围区,核心区,outer->core,0,0,0,False,True,True
630,1/29/2018 8:00,外围区,近港区,outer->near,0,0,0,False,True,True
631,1/29/2018 9:00,核心区,近港区,core->near,1,1,0,False,True,True
632,1/29/2018 9:00,核心区,外围区,core->outer,0,0,0,False,True,True
633,1/29/2018 9:00,近港区,核心区,near->core,1,1,0,False,True,True
634,1/29/2018 9:00,近港区,外围区,near->outer,0,1,1,True,True,True
635,1/29/2018 9:00,外围区,核心区,outer->core,0,0,0,False,True,True
636,1/29/2018 9:00,外围区,近港区,outer->near,1,1,0,False,True,True
637,1/29/2018 10:00,核心区,近港区,core->near,2,2,0,False,True,True
638,1/29/2018 10:00,核心区,外围区,core->outer,0,0,0,False,True,True
639,1/29/2018 10:00,近港区,核心区,near->core,1,1,0,False,True,True
640,1/29/2018 10:00,近港区,外围区,near->outer,0,1,1,True,True,True
641,1/29/2018 10:00,外围区,核心区,outer->core,0,0,0,False,True,True
642,1/29/2018 10:00,外围区,近港区,outer->near,1,1,0,False,True,True
643,1/29/2018 11:00,核心区,近港区,core->near,1,1,0,False,True,True
644,1/29/2018 11:00,核心区,外围区,core->outer,0,0,0,False,True,True
645,1/29/2018 11:00,近港区,核心区,near->core,1,1,0,False,True,True
646,1/29/2018 11:00,近港区,外围区,near->outer,1,1,0,True,True,True
647,1/29/2018 11:00,外围区,核心区,outer->core,0,0,0,False,True,True
648,1/29/2018 11:00,外围区,近港区,outer->near,0,0,0,False,True,True
649,1/29/2018 12:00,核心区,近港区,core->near,1,1,0,False,True,True
650,1/29/2018 12:00,核心区,外围区,core->outer,0,0,0,False,True,True
651,1/29/2018 12:00,近港区,核心区,near->core,1,1,0,False,True,True
652,1/29/2018 12:00,近港区,外围区,near->outer,0,0,0,True,True,True
653,1/29/2018 12:00,外围区,核心区,outer->core,0,0,0,False,True,True
654,1/29/2018 12:00,外围区,近港区,outer->near,0,0,0,False,True,True
655,1/29/2018 13:00,核心区,近港区,core->near,1,1,0,False,True,True
656,1/29/2018 13:00,核心区,外围区,core->outer,0,0,0,False,True,True
657,1/29/2018 13:00,近港区,核心区,near->core,1,1,0,False,True,True
658,1/29/2018 13:00,近港区,外围区,near->outer,0,0,0,True,True,True
659,1/29/2018 13:00,外围区,核心区,outer->core,0,0,0,False,True,True
660,1/29/2018 13:00,外围区,近港区,outer->near,1,1,0,False,True,True
661,1/29/2018 14:00,核心区,近港区,core->near,2,2,0,False,True,True
662,1/29/2018 14:00,核心区,外围区,core->outer,0,0,0,False,True,True
663,1/29/2018 14:00,近港区,核心区,near->core,1,1,0,False,True,True
664,1/29/2018 14:00,近港区,外围区,near->outer,0,0,0,True,True,True
665,1/29/2018 14:00,外围区,核心区,outer->core,0,0,0,False,True,True
666,1/29/2018 14:00,外围区,近港区,outer->near,0,0,0,False,True,True
667,1/29/2018 15:00,核心区,近港区,core->near,1,1,0,False,True,True
668,1/29/2018 15:00,核心区,外围区,core->outer,0,0,0,False,True,True
669,1/29/2018 15:00,近港区,核心区,near->core,2,2,0,False,True,True
670,1/29/2018 15:00,近港区,外围区,near->outer,0,0,0,True,True,True
671,1/29/2018 15:00,外围区,核心区,outer->core,0,0,0,False,True,True
672,1/29/2018 15:00,外围区,近港区,outer->near,0,0,0,False,True,True
673,1/29/2018 16:00,核心区,近港区,core->near,1,1,0,False,True,True
674,1/29/2018 16:00,核心区,外围区,core->outer,0,0,0,False,True,True
675,1/29/2018 16:00,近港区,核心区,near->core,1,1,0,False,True,True
676,1/29/2018 16:00,近港区,外围区,near->outer,0,0,0,True,True,True
677,1/29/2018 16:00,外围区,核心区,outer->core,0,0,0,False,True,True
678,1/29/2018 16:00,外围区,近港区,outer->near,0,0,0,False,True,True
679,1/29/2018 17:00,核心区,近港区,core->near,1,1,0,False,True,True
680,1/29/2018 17:00,核心区,外围区,core->outer,0,0,0,False,True,True
681,1/29/2018 17:00,近港区,核心区,near->core,1,1,0,False,True,True
682,1/29/2018 17:00,近港区,外围区,near->outer,0,0,0,True,True,True
683,1/29/2018 17:00,外围区,核心区,outer->core,0,0,0,False,True,True
684,1/29/2018 17:00,外围区,近港区,outer->near,1,1,0,False,True,True
685,1/29/2018 18:00,核心区,近港区,core->near,2,2,0,False,True,True
686,1/29/2018 18:00,核心区,外围区,core->outer,0,0,0,False,True,True
687,1/29/2018 18:00,近港区,核心区,near->core,1,1,0,False,True,True
688,1/29/2018 18:00,近港区,外围区,near->outer,0,0,0,True,True,True
689,1/29/2018 18:00,外围区,核心区,outer->core,0,0,0,False,True,True
690,1/29/2018 18:00,外围区,近港区,outer->near,1,1,0,False,True,True
691,1/29/2018 19:00,核心区,近港区,core->near,1,1,0,False,True,True
692,1/29/2018 19:00,核心区,外围区,core->outer,0,0,0,False,True,True
693,1/29/2018 19:00,近港区,核心区,near->core,1,1,0,False,True,True
694,1/29/2018 19:00,近港区,外围区,near->outer,1,1,0,True,True,True
695,1/29/2018 19:00,外围区,核心区,outer->core,0,0,0,False,True,True
696,1/29/2018 19:00,外围区,近港区,outer->near,0,0,0,False,True,True
697,1/29/2018 20:00,核心区,近港区,core->near,1,1,0,False,True,True
698,1/29/2018 20:00,核心区,外围区,core->outer,0,0,0,False,True,True
699,1/29/2018 20:00,近港区,核心区,near->core,1,1,0,False,True,True
700,1/29/2018 20:00,近港区,外围区,near->outer,0,0,0,True,True,True
701,1/29/2018 20:00,外围区,核心区,outer->core,0,0,0,False,True,True
702,1/29/2018 20:00,外围区,近港区,outer->near,0,0,0,False,True,True
703,1/29/2018 21:00,核心区,近港区,core->near,1,1,0,False,True,True
704,1/29/2018 21:00,核心区,外围区,core->outer,0,0,0,False,True,True
705,1/29/2018 21:00,近港区,核心区,near->core,1,1,0,False,True,True
706,1/29/2018 21:00,近港区,外围区,near->outer,0,0,0,True,True,True
707,1/29/2018 21:00,外围区,核心区,outer->core,0,0,0,False,True,True
708,1/29/2018 21:00,外围区,近港区,outer->near,0,0,0,False,True,True
709,1/29/2018 22:00,核心区,近港区,core->near,1,1,0,False,True,True
710,1/29/2018 22:00,核心区,外围区,core->outer,0,0,0,False,True,True
711,1/29/2018 22:00,近港区,核心区,near->core,1,1,0,False,True,True
712,1/29/2018 22:00,近港区,外围区,near->outer,0,0,0,True,True,True
713,1/29/2018 22:00,外围区,核心区,outer->core,0,0,0,False,True,True
714,1/29/2018 22:00,外围区,近港区,outer->near,0,0,0,False,True,True
715,1/29/2018 23:00,核心区,近港区,core->near,1,1,0,False,True,True
716,1/29/2018 23:00,核心区,外围区,core->outer,0,0,0,False,True,True
717,1/29/2018 23:00,近港区,核心区,near->core,1,1,0,False,True,True
718,1/29/2018 23:00,近港区,外围区,near->outer,0,0,0,True,True,True
719,1/29/2018 23:00,外围区,核心区,outer->core,0,0,0,False,True,True
720,1/29/2018 23:00,外围区,近港区,outer->near,0,0,0,False,True,True
721,1/30/2018 0:00,核心区,近港区,core->near,0,0,0,False,True,True
722,1/30/2018 0:00,核心区,外围区,core->outer,0,0,0,False,True,True
723,1/30/2018 0:00,近港区,核心区,near->core,1,1,0,False,True,True
724,1/30/2018 0:00,近港区,外围区,near->outer,0,0,0,True,True,True
725,1/30/2018 0:00,外围区,核心区,outer->core,0,0,0,False,True,True
726,1/30/2018 0:00,外围区,近港区,outer->near,0,0,0,False,True,True
727,1/30/2018 1:00,核心区,近港区,core->near,1,1,0,False,True,True
728,1/30/2018 1:00,核心区,外围区,core->outer,0,0,0,False,True,True
729,1/30/2018 1:00,近港区,核心区,near->core,0,0,0,False,True,True
730,1/30/2018 1:00,近港区,外围区,near->outer,0,0,0,True,True,True
731,1/30/2018 1:00,外围区,核心区,outer->core,0,0,0,False,True,True
732,1/30/2018 1:00,外围区,近港区,outer->near,0,0,0,False,True,True
733,1/30/2018 2:00,核心区,近港区,core->near,1,1,0,False,True,True
734,1/30/2018 2:00,核心区,外围区,core->outer,0,0,0,False,True,True
735,1/30/2018 2:00,近港区,核心区,near->core,1,1,0,False,True,True
736,1/30/2018 2:00,近港区,外围区,near->outer,0,0,0,True,True,True
