row_number,time_window,source_zone,target_zone,task_key,baseline_vessel_count,hybrid_vessel_count,difference,was_replaced,value_unchanged_when_not_replaced
389,1/27/2018 16:00,外围区,核心区,outer->core,0,0,0,False,True
390,1/27/2018 16:00,外围区,近港区,outer->near,0,0,0,False,True
391,1/27/2018 17:00,核心区,近港区,core->near,1,1,0,True,True
392,1/27/2018 17:00,核心区,外围区,core->outer,0,0,0,False,True
393,1/27/2018 17:00,近港区,核心区,near->core,1,1,0,True,True
394,1/27/2018 17:00,近港区,外围区,near->outer,0,0,0,False,True
395,1/27/2018 17:00,外围区,核心区,outer->core,0,0,0,False,True
396,1/27/2018 17:00,外围区,近港区,outer->near,1,1,0,False,True
397,1/27/2018 18:00,核心区,近港区,core->near,2,2,0,True,True
398,1/27/2018 18:00,核心区,外围区,core->outer,0,0,0,False,True
399,1/27/2018 18:00,近港区,核心区,near->core,1,1,0,True,True
400,1/27/2018 18:00,近港区,外围区,near->outer,0,0,0,False,True
401,1/27/2018 18:00,外围区,核心区,outer->core,0,0,0,False,True
402,1/27/2018 18:00,外围区,近港区,outer->near,1,1,0,False,True
403,1/27/2018 19:00,核心区,近港区,core->near,1,1,0,True,True
404,1/27/2018 19:00,核心区,外围区,core->outer,0,0,0,False,True
405,1/27/2018 19:00,近港区,核心区,near->core,1,2,1,True,True
406,1/27/2018 19:00,近港区,外围区,near->outer,1,1,0,False,True
407,1/27/2018 19:00,外围区,核心区,outer->core,0,0,0,False,True
408,1/27/2018 19:00,外围区,近港区,outer->near,0,0,0,False,True
409,1/27/2018 20:00,核心区,近港区,core->near,0,1,1,True,True
410,1/27/2018 20:00,核心区,外围区,core->outer,0,0,0,False,True
411,1/27/2018 20:00,近港区,核心区,near->core,1,1,0,True,True
412,1/27/2018 20:00,近港区,外围区,near->outer,0,0,0,False,True
413,1/27/2018 20:00,外围区,核心区,outer->core,0,0,0,False,True
414,1/27/2018 20:00,外围区,近港区,outer->near,0,0,0,False,True
415,1/27/2018 21:00,核心区,近港区,core->near,1,1,0,True,True
416,1/27/2018 21:00,核心区,外围区,core->outer,0,0,0,False,True
417,1/27/2018 21:00,近港区,核心区,near->core,1,0,-1,True,True
418,1/27/2018 21:00,近港区,外围区,near->outer,0,0,0,False,True
419,1/27/2018 21:00,外围区,核心区,outer->core,0,0,0,False,True
420,1/27/2018 21:00,外围区,近港区,outer->near,0,0,0,False,True
421,1/27/2018 22:00,核心区,近港区,core->near,2,1,-1,True,True
422,1/27/2018 22:00,核心区,外围区,core->outer,0,0,0,False,True
423,1/27/2018 22:00,近港区,核心区,near->core,1,1,0,True,True
424,1/27/2018 22:00,近港区,外围区,near->outer,0,0,0,False,True
425,1/27/2018 22:00,外围区,核心区,outer->core,0,0,0,False,True
426,1/27/2018 22:00,外围区,近港区,outer->near,0,0,0,False,True
427,1/27/2018 23:00,核心区,近港区,core->near,1,1,0,True,True
428,1/27/2018 23:00,核心区,外围区,core->outer,0,0,0,False,True
429,1/27/2018 23:00,近港区,核心区,near->core,1,1,0,True,True
430,1/27/2018 23:00,近港区,外围区,near->outer,0,0,0,False,True
431,1/27/2018 23:00,外围区,核心区,outer->core,0,0,0,False,True
432,1/27/2018 23:00,外围区,近港区,outer->near,0,0,0,False,True
433,1/28/2018 0:00,核心区,近港区,core->near,0,0,0,True,True
434,1/28/2018 0:00,核心区,外围区,core->outer,0,0,0,False,True
435,1/28/2018 0:00,近港区,核心区,near->core,1,1,0,True,True
436,1/28/2018 0:00,近港区,外围区,near->outer,0,0,0,False,True
437,1/28/2018 0:00,外围区,核心区,outer->core,0,0,0,False,True
438,1/28/2018 0:00,外围区,近港区,outer->near,0,0,0,False,True
439,1/28/2018 1:00,核心区,近港区,core->near,1,1,0,True,True
440,1/28/2018 1:00,核心区,外围区,core->outer,0,0,0,False,True
441,1/28/2018 1:00,近港区,核心区,near->core,0,0,0,True,True
442,1/28/2018 1:00,近港区,外围区,near->outer,0,0,0,False,True
443,1/28/2018 1:00,外围区,核心区,outer->core,0,0,0,False,True
444,1/28/2018 1:00,外围区,近港区,outer->near,0,0,0,False,True
445,1/28/2018 2:00,核心区,近港区,core->near,1,1,0,True,True
446,1/28/2018 2:00,核心区,外围区,core->outer,0,0,0,False,True
447,1/28/2018 2:00,近港区,核心区,near->core,1,1,0,True,True
448,1/28/2018 2:00,近港区,外围区,near->outer,0,0,0,False,True
449,1/28/2018 2:00,外围区,核心区,outer->core,0,0,0,False,True
450,1/28/2018 2:00,外围区,近港区,outer->near,0,0,0,False,True
451,1/28/2018 3:00,核心区,近港区,core->near,1,1,0,True,True
452,1/28/2018 3:00,核心区,外围区,core->outer,0,0,0,False,True
453,1/28/2018 3:00,近港区,核心区,near->core,1,1,0,True,True
454,1/28/2018 3:00,近港区,外围区,near->outer,0,0,0,False,True
455,1/28/2018 3:00,外围区,核心区,outer->core,0,0,0,False,True
456,1/28/2018 3:00,外围区,近港区,outer->near,0,0,0,False,True
457,1/28/2018 4:00,核心区,近港区,core->near,1,0,-1,True,True
458,1/28/2018 4:00,核心区,外围区,core->outer,0,0,0,False,True
459,1/28/2018 4:00,近港区,核心区,near->core,1,1,0,True,True
460,1/28/2018 4:00,近港区,外围区,near->outer,0,0,0,False,True
461,1/28/2018 4:00,外围区,核心区,outer->core,0,0,0,False,True
462,1/28/2018 4:00,外围区,近港区,outer->near,0,0,0,False,True
463,1/28/2018 5:00,核心区,近港区,core->near,0,0,0,True,True
464,1/28/2018 5:00,核心区,外围区,core->outer,0,0,0,False,True
465,1/28/2018 5:00,近港区,核心区,near->core,1,1,0,True,True
466,1/28/2018 5:00,近港区,外围区,near->outer,0,0,0,False,True
467,1/28/2018 5:00,外围区,核心区,outer->core,0,0,0,False,True
468,1/28/2018 5:00,外围区,近港区,outer->near,1,1,0,False,True
469,1/28/2018 6:00,核心区,近港区,core->near,2,2,0,True,True
470,1/28/2018 6:00,核心区,外围区,core->outer,1,1,0,False,True
471,1/28/2018 6:00,近港区,核心区,near->core,1,1,0,True,True
472,1/28/2018 6:00,近港区,外围区,near->outer,0,0,0,False,True
473,1/28/2018 6:00,外围区,核心区,outer->core,0,0,0,False,True
474,1/28/2018 6:00,外围区,近港区,outer->near,0,0,0,False,True
475,1/28/2018 7:00,核心区,近港区,core->near,1,1,0,True,True
476,1/28/2018 7:00,核心区,外围区,core->outer,0,0,0,False,True
477,1/28/2018 7:00,近港区,核心区,near->core,1,2,1,True,True
478,1/28/2018 7:00,近港区,外围区,near->outer,0,0,0,False,True
479,1/28/2018 7:00,外围区,核心区,outer->core,0,0,0,False,True
480,1/28/2018 7:00,外围区,近港区,outer->near,1,1,0,False,True
481,1/28/2018 8:00,核心区,近港区,core->near,1,1,0,True,True
482,1/28/2018 8:00,核心区,外围区,core->outer,0,0,0,False,True
483,1/28/2018 8:00,近港区,核心区,near->core,1,2,1,True,True
484,1/28/2018 8:00,近港区,外围区,near->outer,1,1,0,False,True
485,1/28/2018 8:00,外围区,核心区,outer->core,0,0,0,False,True
486,1/28/2018 8:00,外围区,近港区,outer->near,0,0,0,False,True
487,1/28/2018 9:00,核心区,近港区,core->near,1,1,0,True,True
488,1/28/2018 9:00,核心区,外围区,core->outer,0,0,0,False,True
489,1/28/2018 9:00,近港区,核心区,near->core,1,1,0,True,True
490,1/28/2018 9:00,近港区,外围区,near->outer,0,0,0,False,True
491,1/28/2018 9:00,外围区,核心区,outer->core,0,0,0,False,True
492,1/28/2018 9:00,外围区,近港区,outer->near,1,1,0,False,True
493,1/28/2018 10:00,核心区,近港区,core->near,2,2,0,True,True
494,1/28/2018 10:00,核心区,外围区,core->outer,0,0,0,False,True
495,1/28/2018 10:00,近港区,核心区,near->core,1,1,0,True,True
496,1/28/2018 10:00,近港区,外围区,near->outer,0,0,0,False,True
497,1/28/2018 10:00,外围区,核心区,outer->core,0,0,0,False,True
498,1/28/2018 10:00,外围区,近港区,outer->near,1,1,0,False,True
499,1/28/2018 11:00,核心区,近港区,core->near,1,1,0,True,True
500,1/28/2018 11:00,核心区,外围区,core->outer,0,0,0,False,True
501,1/28/2018 11:00,近港区,核心区,near->core,1,2,1,True,True
502,1/28/2018 11:00,近港区,外围区,near->outer,1,1,0,False,True
503,1/28/2018 11:00,外围区,核心区,outer->core,0,0,0,False,True
504,1/28/2018 11:00,外围区,近港区,outer->near,0,0,0,False,True
505,1/28/2018 12:00,核心区,近港区,core->near,1,1,0,True,True
506,1/28/2018 12:00,核心区,外围区,core->outer,0,0,0,False,True
507,1/28/2018 12:00,近港区,核心区,near->core,1,1,0,True,True
508,1/28/2018 12:00,近港区,外围区,near->outer,0,0,0,False,True
509,1/28/2018 12:00,外围区,核心区,outer->core,0,0,0,False,True
510,1/28/2018 12:00,外围区,近港区,outer->near,0,0,0,False,True
511,1/28/2018 13:00,核心区,近港区,core->near,1,1,0,True,True
512,1/28/2018 13:00,核心区,外围区,core->outer,0,0,0,False,True
513,1/28/2018 13:00,近港区,核心区,near->core,1,1,0,True,True
514,1/28/2018 13:00,近港区,外围区,near->outer,0,0,0,False,True
515,1/28/2018 13:00,外围区,核心区,outer->core,0,0,0,False,True
516,1/28/2018 13:00,外围区,近港区,outer->near,1,1,0,False,True
517,1/28/2018 14:00,核心区,近港区,core->near,2,2,0,True,True
518,1/28/2018 14:00,核心区,外围区,core->outer,0,0,0,False,True
519,1/28/2018 14:00,近港区,核心区,near->core,1,1,0,True,True
520,1/28/2018 14:00,近港区,外围区,near->outer,0,0,0,False,True
521,1/28/2018 14:00,外围区,核心区,outer->core,0,0,0,False,True
522,1/28/2018 14:00,外围区,近港区,outer->near,0,0,0,False,True
523,1/28/2018 15:00,核心区,近港区,core->near,1,1,0,True,True
524,1/28/2018 15:00,核心区,外围区,core->outer,0,0,0,False,True
525,1/28/2018 15:00,近港区,核心区,near->core,2,2,0,True,True
526,1/28/2018 15:00,近港区,外围区,near->outer,0,0,0,False,True
527,1/28/2018 15:00,外围区,核心区,outer->core,0,0,0,False,True
528,1/28/2018 15:00,外围区,近港区,outer->near,0,0,0,False,True
529,1/28/2018 16:00,核心区,近港区,core->near,1,1,0,True,True
530,1/28/2018 16:00,核心区,外围区,core->outer,0,0,0,False,True
531,1/28/2018 16:00,近港区,核心区,near->core,1,1,0,True,True
532,1/28/2018 16:00,近港区,外围区,near->outer,0,0,0,False,True
533,1/28/2018 16:00,外围区,核心区,outer->core,0,0,0,False,True
534,1/28/2018 16:00,外围区,近港区,outer->near,0,0,0,False,True
535,1/28/2018 17:00,核心区,近港区,core->near,1,1,0,True,True
536,1/28/2018 17:00,核心区,外围区,core->outer,0,0,0,False,True
537,1/28/2018 17:00,近港区,核心区,near->core,1,1,0,True,True
538,1/28/2018 17:00,近港区,外围区,near->outer,0,0,0,False,True
539,1/28/2018 17:00,外围区,核心区,outer->core,0,0,0,False,True
540,1/28/2018 17:00,外围区,近港区,outer->near,1,1,0,False,True
541,1/28/2018 18:00,核心区,近港区,core->near,2,2,0,True,True
542,1/28/2018 18:00,核心区,外围区,core->outer,0,0,0,False,True
543,1/28/2018 18:00,近港区,核心区,near->core,1,1,0,True,True
544,1/28/2018 18:00,近港区,外围区,near->outer,0,0,0,False,True
545,1/28/2018 18:00,外围区,核心区,outer->core,0,0,0,False,True
546,1/28/2018 18:00,外围区,近港区,outer->near,1,1,0,False,True
547,1/28/2018 19:00,核心区,近港区,core->near,1,1,0,True,True
548,1/28/2018 19:00,核心区,外围区,core->outer,0,0,0,False,True
549,1/28/2018 19:00,近港区,核心区,near->core,1,2,1,True,True
550,1/28/2018 19:00,近港区,外围区,near->outer,1,1,0,False,True
551,1/28/2018 19:00,外围区,核心区,outer->core,0,0,0,False,True
552,1/28/2018 19:00,外围区,近港区,outer->near,0,0,0,False,True
553,1/28/2018 20:00,核心区,近港区,core->near,0,1,1,True,True
554,1/28/2018 20:00,核心区,外围区,core->outer,0,0,0,False,True
555,1/28/2018 20:00,近港区,核心区,near->core,1,1,0,True,True
556,1/28/2018 20:00,近港区,外围区,near->outer,0,0,0,False,True
557,1/28/2018 20:00,外围区,核心区,outer->core,0,0,0,False,True
558,1/28/2018 20:00,外围区,近港区,outer->near,0,0,0,False,True
559,1/28/2018 21:00,核心区,近港区,core->near,1,1,0,True,True
560,1/28/2018 21:00,核心区,外围区,core->outer,0,0,0,False,True
561,1/28/2018 21:00,近港区,核心区,near->core,1,0,-1,True,True
562,1/28/2018 21:00,近港区,外围区,near->outer,0,0,0,False,True
563,1/28/2018 21:00,外围区,核心区,outer->core,0,0,0,False,True
564,1/28/2018 21:00,外围区,近港区,outer->near,0,0,0,False,True
565,1/28/2018 22:00,核心区,近港区,core->near,2,1,-1,True,True
566,1/28/2018 22:00,核心区,外围区,core->outer,0,0,0,False,True
567,1/28/2018 22:00,近港区,核心区,near->core,1,1,0,True,True
568,1/28/2018 22:00,近港区,外围区,near->outer,0,0,0,False,True
569,1/28/2018 22:00,外围区,核心区,outer->core,0,0,0,False,True
570,1/28/2018 22:00,外围区,近港区,outer->near,0,0,0,False,True
571,1/28/2018 23:00,核心区,近港区,core->near,1,1,0,True,True
572,1/28/2018 23:00,核心区,外围区,core->outer,0,0,0,False,True
573,1/28/2018 23:00,近港区,核心区,near->core,1,1,0,True,True
574,1/28/2018 23:00,近港区,外围区,near->outer,0,0,0,False,True
575,1/28/2018 23:00,外围区,核心区,outer->core,0,0,0,False,True
576,1/28/2018 23:00,外围区,近港区,outer->near,0,0,0,False,True
577,1/29/2018 0:00,核心区,近港区,core->near,0,0,0,True,True
578,1/29/2018 0:00,核心区,外围区,core->outer,0,0,0,False,True
579,1/29/2018 0:00,近港区,核心区,near->core,1,1,0,True,True
580,1/29/2018 0:00,近港区,外围区,near->outer,0,0,0,False,True
581,1/29/2018 0:00,外围区,核心区,outer->core,0,0,0,False,True
582,1/29/2018 0:00,外围区,近港区,outer->near,0,0,0,False,True
583,1/29/2018 1:00,核心区,近港区,core->near,1,1,0,True,True
584,1/29/2018 1:00,核心区,外围区,core->outer,0,0,0,False,True
585,1/29/2018 1:00,近港区,核心区,near->core,0,0,0,True,True
586,1/29/2018 1:00,近港区,外围区,near->outer,0,0,0,False,True
587,1/29/2018 1:00,外围区,核心区,outer->core,0,0,0,False,True
588,1/29/2018 1:00,外围区,近港区,outer->near,0,0,0,False,True
589,1/29/2018 2:00,核心区,近港区,core->near,1,1,0,True,True
590,1/29/2018 2:00,核心区,外围区,core->outer,0,0,0,False,True
591,1/29/2018 2:00,近港区,核心区,near->core,1,1,0,True,True
592,1/29/2018 2:00,近港区,外围区,near->outer,0,0,0,False,True
593,1/29/2018 2:00,外围区,核心区,outer->core,0,0,0,False,True
594,1/29/2018 2:00,外围区,近港区,outer->near,0,0,0,False,True
595,1/29/2018 3:00,核心区,近港区,core->near,1,1,0,True,True
596,1/29/2018 3:00,核心区,外围区,core->outer,0,0,0,False,True
597,1/29/2018 3:00,近港区,核心区,near->core,1,1,0,True,True
598,1/29/2018 3:00,近港区,外围区,near->outer,0,0,0,False,True
599,1/29/2018 3:00,外围区,核心区,outer->core,0,0,0,False,True
600,1/29/2018 3:00,外围区,近港区,outer->near,0,0,0,False,True
601,1/29/2018 4:00,核心区,近港区,core->near,1,0,-1,True,True
602,1/29/2018 4:00,核心区,外围区,core->outer,0,0,0,False,True
603,1/29/2018 4:00,近港区,核心区,near->core,1,1,0,True,True
604,1/29/2018 4:00,近港区,外围区,near->outer,0,0,0,False,True
605,1/29/2018 4:00,外围区,核心区,outer->core,0,0,0,False,True
606,1/29/2018 4:00,外围区,近港区,outer->near,0,0,0,False,True
607,1/29/2018 5:00,核心区,近港区,core->near,0,0,0,True,True
608,1/29/2018 5:00,核心区,外围区,core->outer,0,0,0,False,True
609,1/29/2018 5:00,近港区,核心区,near->core,1,1,0,True,True
610,1/29/2018 5:00,近港区,外围区,near->outer,0,0,0,False,True
611,1/29/2018 5:00,外围区,核心区,outer->core,0,0,0,False,True
612,1/29/2018 5:00,外围区,近港区,outer->near,1,1,0,False,True
613,1/29/2018 6:00,核心区,近港区,core->near,2,2,0,True,True
614,1/29/2018 6:00,核心区,外围区,core->outer,1,1,0,False,True
615,1/29/2018 6:00,近港区,核心区,near->core,1,1,0,True,True
616,1/29/2018 6:00,近港区,外围区,near->outer,0,0,0,False,True
617,1/29/2018 6:00,外围区,核心区,outer->core,0,0,0,False,True
618,1/29/2018 6:00,外围区,近港区,outer->near,0,0,0,False,True
619,1/29/2018 7:00,核心区,近港区,core->near,1,1,0,True,True
620,1/29/2018 7:00,核心区,外围区,core->outer,0,0,0,False,True
621,1/29/2018 7:00,近港区,核心区,near->core,1,2,1,True,True
622,1/29/2018 7:00,近港区,外围区,near->outer,0,0,0,False,True
623,1/29/2018 7:00,外围区,核心区,outer->core,0,0,0,False,True
624,1/29/2018 7:00,外围区,近港区,outer->near,1,1,0,False,True
625,1/29/2018 8:00,核心区,近港区,core->near,1,1,0,True,True
626,1/29/2018 8:00,核心区,外围区,core->outer,0,0,0,False,True
627,1/29/2018 8:00,近港区,核心区,near->core,1,2,1,True,True
628,1/29/2018 8:00,近港区,外围区,near->outer,1,1,0,False,True
629,1/29/2018 8:00,外围区,核心区,outer->core,0,0,0,False,True
630,1/29/2018 8:00,外围区,近港区,outer->near,0,0,0,False,True
631,1/29/2018 9:00,核心区,近港区,core->near,1,1,0,True,True
632,1/29/2018 9:00,核心区,外围区,core->outer,0,0,0,False,True
633,1/29/2018 9:00,近港区,核心区,near->core,1,1,0,True,True
634,1/29/2018 9:00,近港区,外围区,near->outer,0,0,0,False,True
635,1/29/2018 9:00,外围区,核心区,outer->core,0,0,0,False,True
636,1/29/2018 9:00,外围区,近港区,outer->near,1,1,0,False,True
637,1/29/2018 10:00,核心区,近港区,core->near,2,2,0,True,True
638,1/29/2018 10:00,核心区,外围区,core->outer,0,0,0,False,True
639,1/29/2018 10:00,近港区,核心区,near->core,1,1,0,True,True
640,1/29/2018 10:00,近港区,外围区,near->outer,0,0,0,False,True
641,1/29/2018 10:00,外围区,核心区,outer->core,0,0,0,False,True
642,1/29/2018 10:00,外围区,近港区,outer->near,1,1,0,False,True
643,1/29/2018 11:00,核心区,近港区,core->near,1,1,0,True,True
644,1/29/2018 11:00,核心区,外围区,core->outer,0,0,0,False,True
645,1/29/2018 11:00,近港区,核心区,near->core,1,2,1,True,True
646,1/29/2018 11:00,近港区,外围区,near->outer,1,1,0,False,True
647,1/29/2018 11:00,外围区,核心区,outer->core,0,0,0,False,True
648,1/29/2018 11:00,外围区,近港区,outer->near,0,0,0,False,True
649,1/29/2018 12:00,核心区,近港区,core->near,1,1,0,True,True
650,1/29/2018 12:00,核心区,外围区,core->outer,0,0,0,False,True
651,1/29/2018 12:00,近港区,核心区,near->core,1,1,0,True,True
652,1/29/2018 12:00,近港区,外围区,near->outer,0,0,0,False,True
653,1/29/2018 12:00,外围区,核心区,outer->core,0,0,0,False,True
654,1/29/2018 12:00,外围区,近港区,outer->near,0,0,0,False,True
655,1/29/2018 13:00,核心区,近港区,core->near,1,1,0,True,True
656,1/29/2018 13:00,核心区,外围区,core->outer,0,0,0,False,True
657,1/29/2018 13:00,近港区,核心区,near->core,1,1,0,True,True
658,1/29/2018 13:00,近港区,外围区,near->outer,0,0,0,False,True
659,1/29/2018 13:00,外围区,核心区,outer->core,0,0,0,False,True
660,1/29/2018 13:00,外围区,近港区,outer->near,1,1,0,False,True
661,1/29/2018 14:00,核心区,近港区,core->near,2,2,0,True,True
662,1/29/2018 14:00,核心区,外围区,core->outer,0,0,0,False,True
663,1/29/2018 14:00,近港区,核心区,near->core,1,1,0,True,True
664,1/29/2018 14:00,近港区,外围区,near->outer,0,0,0,False,True
665,1/29/2018 14:00,外围区,核心区,outer->core,0,0,0,False,True
666,1/29/2018 14:00,外围区,近港区,outer->near,0,0,0,False,True
667,1/29/2018 15:00,核心区,近港区,core->near,1,1,0,True,True
668,1/29/2018 15:00,核心区,外围区,core->outer,0,0,0,False,True
669,1/29/2018 15:00,近港区,核心区,near->core,2,2,0,True,True
670,1/29/2018 15:00,近港区,外围区,near->outer,0,0,0,False,True
671,1/29/2018 15:00,外围区,核心区,outer->core,0,0,0,False,True
672,1/29/2018 15:00,外围区,近港区,outer->near,0,0,0,False,True
673,1/29/2018 16:00,核心区,近港区,core->near,1,1,0,True,True
674,1/29/2018 16:00,核心区,外围区,core->outer,0,0,0,False,True
675,1/29/2018 16:00,近港区,核心区,near->core,1,1,0,True,True
676,1/29/2018 16:00,近港区,外围区,near->outer,0,0,0,False,True
677,1/29/2018 16:00,外围区,核心区,outer->core,0,0,0,False,True
678,1/29/2018 16:00,外围区,近港区,outer->near,0,0,0,False,True
679,1/29/2018 17:00,核心区,近港区,core->near,1,1,0,True,True
680,1/29/2018 17:00,核心区,外围区,core->outer,0,0,0,False,True
681,1/29/2018 17:00,近港区,核心区,near->core,1,1,0,True,True
682,1/29/2018 17:00,近港区,外围区,near->outer,0,0,0,False,True
683,1/29/2018 17:00,外围区,核心区,outer->core,0,0,0,False,True
684,1/29/2018 17:00,外围区,近港区,outer->near,1,1,0,False,True
685,1/29/2018 18:00,核心区,近港区,core->near,2,2,0,True,True
686,1/29/2018 18:00,核心区,外围区,core->outer,0,0,0,False,True
687,1/29/2018 18:00,近港区,核心区,near->core,1,1,0,True,True
688,1/29/2018 18:00,近港区,外围区,near->outer,0,0,0,False,True
689,1/29/2018 18:00,外围区,核心区,outer->core,0,0,0,False,True
690,1/29/2018 18:00,外围区,近港区,outer->near,1,1,0,False,True
691,1/29/2018 19:00,核心区,近港区,core->near,1,1,0,True,True
692,1/29/2018 19:00,核心区,外围区,core->outer,0,0,0,False,True
693,1/29/2018 19:00,近港区,核心区,near->core,1,2,1,True,True
694,1/29/2018 19:00,近港区,外围区,near->outer,1,1,0,False,True
695,1/29/2018 19:00,外围区,核心区,outer->core,0,0,0,False,True
696,1/29/2018 19:00,外围区,近港区,outer->near,0,0,0,False,True
697,1/29/2018 20:00,核心区,近港区,core->near,0,1,1,True,True
698,1/29/2018 20:00,核心区,外围区,core->outer,0,0,0,False,True
699,1/29/2018 20:00,近港区,核心区,near->core,1,1,0,True,True
700,1/29/2018 20:00,近港区,外围区,near->outer,0,0,0,False,True
701,1/29/2018 20:00,外围区,核心区,outer->core,0,0,0,False,True
702,1/29/2018 20:00,外围区,近港区,outer->near,0,0,0,False,True
703,1/29/2018 21:00,核心区,近港区,core->near,1,1,0,True,True
704,1/29/2018 21:00,核心区,外围区,core->outer,0,0,0,False,True
705,1/29/2018 21:00,近港区,核心区,near->core,1,0,-1,True,True
706,1/29/2018 21:00,近港区,外围区,near->outer,0,0,0,False,True
707,1/29/2018 21:00,外围区,核心区,outer->core,0,0,0,False,True
708,1/29/2018 21:00,外围区,近港区,outer->near,0,0,0,False,True
709,1/29/2018 22:00,核心区,近港区,core->near,2,1,-1,True,True
710,1/29/2018 22:00,核心区,外围区,core->outer,0,0,0,False,True
711,1/29/2018 22:00,近港区,核心区,near->core,1,1,0,True,True
712,1/29/2018 22:00,近港区,外围区,near->outer,0,0,0,False,True
713,1/29/2018 22:00,外围区,核心区,outer->core,0,0,0,False,True
714,1/29/2018 22:00,外围区,近港区,outer->near,0,0,0,False,True
715,1/29/2018 23:00,核心区,近港区,core->near,1,1,0,True,True
716,1/29/2018 23:00,核心区,外围区,core->outer,0,0,0,False,True
717,1/29/2018 23:00,近港区,核心区,near->core,1,1,0,True,True
718,1/29/2018 23:00,近港区,外围区,near->outer,0,0,0,False,True
719,1/29/2018 23:00,外围区,核心区,outer->core,0,0,0,False,True
720,1/29/2018 23:00,外围区,近港区,outer->near,0,0,0,False,True
721,1/30/2018 0:00,核心区,近港区,core->near,0,0,0,True,True
722,1/30/2018 0:00,核心区,外围区,core->outer,0,0,0,False,True
723,1/30/2018 0:00,近港区,核心区,near->core,1,1,0,True,True
724,1/30/2018 0:00,近港区,外围区,near->outer,0,0,0,False,True
725,1/30/2018 0:00,外围区,核心区,outer->core,0,0,0,False,True
726,1/30/2018 0:00,外围区,近港区,outer->near,0,0,0,False,True
727,1/30/2018 1:00,核心区,近港区,core->near,1,1,0,True,True
728,1/30/2018 1:00,核心区,外围区,core->outer,0,0,0,False,True
729,1/30/2018 1:00,近港区,核心区,near->core,0,0,0,True,True
730,1/30/2018 1:00,近港区,外围区,near->outer,0,0,0,False,True
731,1/30/2018 1:00,外围区,核心区,outer->core,0,0,0,False,True
732,1/30/2018 1:00,外围区,近港区,outer->near,0,0,0,False,True
733,1/30/2018 2:00,核心区,近港区,core->near,1,1,0,True,True
734,1/30/2018 2:00,核心区,外围区,core->outer,0,0,0,False,True
735,1/30/2018 2:00,近港区,核心区,near->core,1,1,0,True,True
736,1/30/2018 2:00,近港区,外围区,near->outer,0,0,0,False,True
737,1/30/2018 2:00,外围区,核心区,outer->core,0,0,0,False,True
738,1/30/2018 2:00,外围区,近港区,outer->near,0,0,0,False,True
739,1/30/2018 3:00,核心区,近港区,core->near,1,1,0,True,True
740,1/30/2018 3:00,核心区,外围区,core->outer,0,0,0,False,True
741,1/30/2018 3:00,近港区,核心区,near->core,1,1,0,True,True
742,1/30/2018 3:00,近港区,外围区,near->outer,0,0,0,False,True
743,1/30/2018 3:00,外围区,核心区,outer->core,0,0,0,False,True
744,1/30/2018 3:00,外围区,近港区,outer->near,0,0,0,False,True
745,1/30/2018 4:00,核心区,近港区,core->near,1,0,-1,True,True
746,1/30/2018 4:00,核心区,外围区,core->outer,0,0,0,False,True
747,1/30/2018 4:00,近港区,核心区,near->core,1,1,0,True,True
748,1/30/2018 4:00,近港区,外围区,near->outer,0,0,0,False,True
749,1/30/2018 4:00,外围区,核心区,outer->core,0,0,0,False,True
750,1/30/2018 4:00,外围区,近港区,outer->near,0,0,0,False,True
751,1/30/2018 5:00,核心区,近港区,core->near,0,0,0,True,True
752,1/30/2018 5:00,核心区,外围区,core->outer,0,0,0,False,True
753,1/30/2018 5:00,近港区,核心区,near->core,1,1,0,True,True
754,1/30/2018 5:00,近港区,外围区,near->outer,0,0,0,False,True
755,1/30/2018 5:00,外围区,核心区,outer->core,0,0,0,False,True
756,1/30/2018 5:00,外围区,近港区,outer->near,1,1,0,False,True
757,1/30/2018 6:00,核心区,近港区,core->near,2,2,0,True,True
758,1/30/2018 6:00,核心区,外围区,core->outer,1,1,0,False,True
759,1/30/2018 6:00,近港区,核心区,near->core,1,1,0,True,True
760,1/30/2018 6:00,近港区,外围区,near->outer,0,0,0,False,True
761,1/30/2018 6:00,外围区,核心区,outer->core,0,0,0,False,True
762,1/30/2018 6:00,外围区,近港区,outer->near,0,0,0,False,True
763,1/30/2018 7:00,核心区,近港区,core->near,1,1,0,True,True
764,1/30/2018 7:00,核心区,外围区,core->outer,0,0,0,False,True
765,1/30/2018 7:00,近港区,核心区,near->core,1,2,1,True,True
766,1/30/2018 7:00,近港区,外围区,near->outer,0,0,0,False,True
767,1/30/2018 7:00,外围区,核心区,outer->core,0,0,0,False,True
768,1/30/2018 7:00,外围区,近港区,outer->near,1,1,0,False,True
769,1/30/2018 8:00,核心区,近港区,core->near,1,1,0,True,True
770,1/30/2018 8:00,核心区,外围区,core->outer,0,0,0,False,True
771,1/30/2018 8:00,近港区,核心区,near->core,1,2,1,True,True
772,1/30/2018 8:00,近港区,外围区,near->outer,1,1,0,False,True
773,1/30/2018 8:00,外围区,核心区,outer->core,0,0,0,False,True
774,1/30/2018 8:00,外围区,近港区,outer->near,0,0,0,False,True
775,1/30/2018 9:00,核心区,近港区,core->near,1,1,0,True,True
776,1/30/2018 9:00,核心区,外围区,core->outer,0,0,0,False,True
777,1/30/2018 9:00,近港区,核心区,near->core,1,1,0,True,True
778,1/30/2018 9:00,近港区,外围区,near->outer,0,0,0,False,True
