row_number,time_window,source_zone,target_zone,task_key,baseline_vessel_count,step17_hybrid_vessel_count,candidate08_vessel_count,candidate08_difference_from_baseline,step17_difference_from_baseline,is_core_to_near,is_near_to_core,was_replaced,passed
316,1/27/2018 4:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
317,1/27/2018 4:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
318,1/27/2018 4:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
319,1/27/2018 5:00,核心区,近港区,core->near,0,0,0,0,0,True,False,True,True
320,1/27/2018 5:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
321,1/27/2018 5:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
322,1/27/2018 5:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
323,1/27/2018 5:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
324,1/27/2018 5:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
325,1/27/2018 6:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
326,1/27/2018 6:00,核心区,外围区,core->outer,1,1,1,0,0,False,False,False,True
327,1/27/2018 6:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
328,1/27/2018 6:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
329,1/27/2018 6:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
330,1/27/2018 6:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
331,1/27/2018 7:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
332,1/27/2018 7:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
333,1/27/2018 7:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
334,1/27/2018 7:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
335,1/27/2018 7:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
336,1/27/2018 7:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
337,1/27/2018 8:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
338,1/27/2018 8:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
339,1/27/2018 8:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
340,1/27/2018 8:00,近港区,外围区,near->outer,1,1,1,0,0,False,False,False,True
341,1/27/2018 8:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
342,1/27/2018 8:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
343,1/27/2018 9:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
344,1/27/2018 9:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
345,1/27/2018 9:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
346,1/27/2018 9:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
347,1/27/2018 9:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
348,1/27/2018 9:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
349,1/27/2018 10:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
350,1/27/2018 10:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
351,1/27/2018 10:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
352,1/27/2018 10:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
353,1/27/2018 10:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
354,1/27/2018 10:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
355,1/27/2018 11:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
356,1/27/2018 11:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
357,1/27/2018 11:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
358,1/27/2018 11:00,近港区,外围区,near->outer,1,1,1,0,0,False,False,False,True
359,1/27/2018 11:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
360,1/27/2018 11:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
361,1/27/2018 12:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
362,1/27/2018 12:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
363,1/27/2018 12:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
364,1/27/2018 12:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
365,1/27/2018 12:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
366,1/27/2018 12:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
367,1/27/2018 13:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
368,1/27/2018 13:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
369,1/27/2018 13:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
370,1/27/2018 13:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
371,1/27/2018 13:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
372,1/27/2018 13:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
373,1/27/2018 14:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
374,1/27/2018 14:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
375,1/27/2018 14:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
376,1/27/2018 14:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
377,1/27/2018 14:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
378,1/27/2018 14:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
379,1/27/2018 15:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
380,1/27/2018 15:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
381,1/27/2018 15:00,近港区,核心区,near->core,2,2,2,0,0,False,True,False,True
382,1/27/2018 15:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
383,1/27/2018 15:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
384,1/27/2018 15:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
385,1/27/2018 16:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
386,1/27/2018 16:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
387,1/27/2018 16:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
388,1/27/2018 16:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
389,1/27/2018 16:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
390,1/27/2018 16:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
391,1/27/2018 17:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
392,1/27/2018 17:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
393,1/27/2018 17:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
394,1/27/2018 17:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
395,1/27/2018 17:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
396,1/27/2018 17:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
397,1/27/2018 18:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
398,1/27/2018 18:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
399,1/27/2018 18:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
400,1/27/2018 18:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
401,1/27/2018 18:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
402,1/27/2018 18:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
403,1/27/2018 19:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
404,1/27/2018 19:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
405,1/27/2018 19:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
406,1/27/2018 19:00,近港区,外围区,near->outer,1,1,1,0,0,False,False,False,True
407,1/27/2018 19:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
408,1/27/2018 19:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
409,1/27/2018 20:00,核心区,近港区,core->near,0,1,1,1,1,True,False,True,True
410,1/27/2018 20:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
411,1/27/2018 20:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
412,1/27/2018 20:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
413,1/27/2018 20:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
414,1/27/2018 20:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
415,1/27/2018 21:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
416,1/27/2018 21:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
417,1/27/2018 21:00,近港区,核心区,near->core,1,0,1,0,-1,False,True,False,True
418,1/27/2018 21:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
419,1/27/2018 21:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
420,1/27/2018 21:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
421,1/27/2018 22:00,核心区,近港区,core->near,2,1,1,-1,-1,True,False,True,True
422,1/27/2018 22:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
423,1/27/2018 22:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
424,1/27/2018 22:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
425,1/27/2018 22:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
426,1/27/2018 22:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
427,1/27/2018 23:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
428,1/27/2018 23:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
429,1/27/2018 23:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
430,1/27/2018 23:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
431,1/27/2018 23:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
432,1/27/2018 23:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
433,1/28/2018 0:00,核心区,近港区,core->near,0,0,0,0,0,True,False,True,True
434,1/28/2018 0:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
435,1/28/2018 0:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
436,1/28/2018 0:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
437,1/28/2018 0:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
438,1/28/2018 0:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
439,1/28/2018 1:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
440,1/28/2018 1:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
441,1/28/2018 1:00,近港区,核心区,near->core,0,0,0,0,0,False,True,False,True
442,1/28/2018 1:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
443,1/28/2018 1:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
444,1/28/2018 1:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
445,1/28/2018 2:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
446,1/28/2018 2:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
447,1/28/2018 2:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
448,1/28/2018 2:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
449,1/28/2018 2:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
450,1/28/2018 2:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
451,1/28/2018 3:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
452,1/28/2018 3:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
453,1/28/2018 3:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
454,1/28/2018 3:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
455,1/28/2018 3:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
456,1/28/2018 3:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
457,1/28/2018 4:00,核心区,近港区,core->near,1,0,0,-1,-1,True,False,True,True
458,1/28/2018 4:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
459,1/28/2018 4:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
460,1/28/2018 4:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
461,1/28/2018 4:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
462,1/28/2018 4:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
463,1/28/2018 5:00,核心区,近港区,core->near,0,0,0,0,0,True,False,True,True
464,1/28/2018 5:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
465,1/28/2018 5:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
466,1/28/2018 5:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
467,1/28/2018 5:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
468,1/28/2018 5:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
469,1/28/2018 6:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
470,1/28/2018 6:00,核心区,外围区,core->outer,1,1,1,0,0,False,False,False,True
471,1/28/2018 6:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
472,1/28/2018 6:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
473,1/28/2018 6:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
474,1/28/2018 6:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
475,1/28/2018 7:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
476,1/28/2018 7:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
477,1/28/2018 7:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
478,1/28/2018 7:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
479,1/28/2018 7:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
480,1/28/2018 7:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
481,1/28/2018 8:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
482,1/28/2018 8:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
483,1/28/2018 8:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
484,1/28/2018 8:00,近港区,外围区,near->outer,1,1,1,0,0,False,False,False,True
485,1/28/2018 8:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
486,1/28/2018 8:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
487,1/28/2018 9:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
488,1/28/2018 9:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
489,1/28/2018 9:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
490,1/28/2018 9:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
491,1/28/2018 9:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
492,1/28/2018 9:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
493,1/28/2018 10:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
494,1/28/2018 10:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
495,1/28/2018 10:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
496,1/28/2018 10:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
497,1/28/2018 10:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
498,1/28/2018 10:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
499,1/28/2018 11:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
500,1/28/2018 11:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
501,1/28/2018 11:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
502,1/28/2018 11:00,近港区,外围区,near->outer,1,1,1,0,0,False,False,False,True
503,1/28/2018 11:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
504,1/28/2018 11:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
505,1/28/2018 12:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
506,1/28/2018 12:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
507,1/28/2018 12:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
508,1/28/2018 12:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
509,1/28/2018 12:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
510,1/28/2018 12:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
511,1/28/2018 13:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
512,1/28/2018 13:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
513,1/28/2018 13:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
514,1/28/2018 13:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
515,1/28/2018 13:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
516,1/28/2018 13:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
517,1/28/2018 14:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
518,1/28/2018 14:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
519,1/28/2018 14:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
520,1/28/2018 14:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
521,1/28/2018 14:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
522,1/28/2018 14:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
523,1/28/2018 15:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
524,1/28/2018 15:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
525,1/28/2018 15:00,近港区,核心区,near->core,2,2,2,0,0,False,True,False,True
526,1/28/2018 15:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
527,1/28/2018 15:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
528,1/28/2018 15:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
529,1/28/2018 16:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
530,1/28/2018 16:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
531,1/28/2018 16:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
532,1/28/2018 16:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
533,1/28/2018 16:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
534,1/28/2018 16:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
535,1/28/2018 17:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
536,1/28/2018 17:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
537,1/28/2018 17:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
538,1/28/2018 17:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
539,1/28/2018 17:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
540,1/28/2018 17:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
541,1/28/2018 18:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
542,1/28/2018 18:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
543,1/28/2018 18:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
544,1/28/2018 18:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
545,1/28/2018 18:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
546,1/28/2018 18:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
547,1/28/2018 19:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
548,1/28/2018 19:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
549,1/28/2018 19:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
550,1/28/2018 19:00,近港区,外围区,near->outer,1,1,1,0,0,False,False,False,True
551,1/28/2018 19:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
552,1/28/2018 19:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
553,1/28/2018 20:00,核心区,近港区,core->near,0,1,1,1,1,True,False,True,True
554,1/28/2018 20:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
555,1/28/2018 20:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
556,1/28/2018 20:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
557,1/28/2018 20:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
558,1/28/2018 20:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
559,1/28/2018 21:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
560,1/28/2018 21:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
561,1/28/2018 21:00,近港区,核心区,near->core,1,0,1,0,-1,False,True,False,True
562,1/28/2018 21:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
563,1/28/2018 21:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
564,1/28/2018 21:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
565,1/28/2018 22:00,核心区,近港区,core->near,2,1,1,-1,-1,True,False,True,True
566,1/28/2018 22:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
567,1/28/2018 22:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
568,1/28/2018 22:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
569,1/28/2018 22:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
570,1/28/2018 22:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
571,1/28/2018 23:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
572,1/28/2018 23:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
573,1/28/2018 23:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
574,1/28/2018 23:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
575,1/28/2018 23:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
576,1/28/2018 23:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
577,1/29/2018 0:00,核心区,近港区,core->near,0,0,0,0,0,True,False,True,True
578,1/29/2018 0:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
579,1/29/2018 0:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
580,1/29/2018 0:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
581,1/29/2018 0:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
582,1/29/2018 0:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
583,1/29/2018 1:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
584,1/29/2018 1:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
585,1/29/2018 1:00,近港区,核心区,near->core,0,0,0,0,0,False,True,False,True
586,1/29/2018 1:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
587,1/29/2018 1:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
588,1/29/2018 1:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
589,1/29/2018 2:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
590,1/29/2018 2:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
591,1/29/2018 2:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
592,1/29/2018 2:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
593,1/29/2018 2:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
594,1/29/2018 2:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
595,1/29/2018 3:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
596,1/29/2018 3:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
597,1/29/2018 3:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
598,1/29/2018 3:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
599,1/29/2018 3:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
600,1/29/2018 3:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
601,1/29/2018 4:00,核心区,近港区,core->near,1,0,0,-1,-1,True,False,True,True
602,1/29/2018 4:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
603,1/29/2018 4:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
604,1/29/2018 4:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
605,1/29/2018 4:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
606,1/29/2018 4:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
607,1/29/2018 5:00,核心区,近港区,core->near,0,0,0,0,0,True,False,True,True
608,1/29/2018 5:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
609,1/29/2018 5:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
610,1/29/2018 5:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
611,1/29/2018 5:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
612,1/29/2018 5:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
613,1/29/2018 6:00,核心区,近港区,core->near,2,2,2,0,0,True,False,True,True
614,1/29/2018 6:00,核心区,外围区,core->outer,1,1,1,0,0,False,False,False,True
615,1/29/2018 6:00,近港区,核心区,near->core,1,1,1,0,0,False,True,False,True
616,1/29/2018 6:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
617,1/29/2018 6:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
618,1/29/2018 6:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
619,1/29/2018 7:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
620,1/29/2018 7:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
621,1/29/2018 7:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
622,1/29/2018 7:00,近港区,外围区,near->outer,0,0,0,0,0,False,False,False,True
623,1/29/2018 7:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
624,1/29/2018 7:00,外围区,近港区,outer->near,1,1,1,0,0,False,False,False,True
625,1/29/2018 8:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
626,1/29/2018 8:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
627,1/29/2018 8:00,近港区,核心区,near->core,1,2,1,0,1,False,True,False,True
628,1/29/2018 8:00,近港区,外围区,near->outer,1,1,1,0,0,False,False,False,True
629,1/29/2018 8:00,外围区,核心区,outer->core,0,0,0,0,0,False,False,False,True
630,1/29/2018 8:00,外围区,近港区,outer->near,0,0,0,0,0,False,False,False,True
631,1/29/2018 9:00,核心区,近港区,core->near,1,1,1,0,0,True,False,True,True
632,1/29/2018 9:00,核心区,外围区,core->outer,0,0,0,0,0,False,False,False,True
